"pitches","player_id","player_name","game_date","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"3",657508,"Baumann, Mike","2021-09-07","46","6.5",,,,,,,,,,,,"2101","81.4","81.83","0","1","2","0.4","6.67","105","155","123","151","298","330","295"
"3",628317,"Maeda, Kenta","2021-06-20","84","3.6","0.000","0.000","0.000","0.000","0.000","0.063","0.063","0","1","78.2","-30.0","2621","75.3","74.23","0","1","2","-1.1","5.67","120","180","97","152","304","340","300"
"3",628317,"Maeda, Kenta","2021-06-29","92","3.3","0.000","0.000","0.000","0.000","0.000","0.728","0.783","0","1","94.6","11.0","2579","74.3","73.67","0","1","2","-0.6","5.77","123","177","97","152","296","335","291"
"3",628317,"Maeda, Kenta","2021-07-04","97","3.1",,,,,,,,,,,,"2643","75.1","74.43","0","0","3","-0.7","5.60","109","158","107","152","292","320","311"
"3",628317,"Maeda, Kenta","2021-07-27","91","3.3",,,,,,,,,,,,"2672","75.4","74.67","0","0","3","-0.7","5.77","112","162","94","152","297","326","288"
"3",628317,"Maeda, Kenta","2021-08-03","84","3.6",,,,,,,,,,,,"2582","74.3","73.67","0","0","3","-0.6","5.80","117","172","115","150","300","329","293"
"3",622098,"Smith, Drew","2021-08-13","21","14.3",,,,,,,,,,,,"2619","77.1","76.43","0","0","3","-0.7","5.87","125","176","114","149","296","327","306"
"3",642152,"Trivino, Lou","2021-07-19","32","9.4","0.000","0.000","0.000","0.000","0.000","0.036","0.028","0","2","80.6","19.0","2328","78.2","78.50","0","2","1","0.3","6.60","99","150","143","165","302","335","318"
"3",642152,"Trivino, Lou","2021-07-10","26","11.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2149","78.3","78.40","1","1","2","0.1","6.37","99","133","109","124","299","318","287"
"3",666159,"Manning, Matt","2021-07-21","77","3.9","1.000","1.000","1.000","2.000","1.242","1.476","0.897","1","1","107.6","21.0","2253","78.5","78.80","0","1","2","0.3","6.93","111","163","129","149","289","315","300"
"3",622098,"Smith, Drew","2021-07-03","21","14.3","0.000","0.000","0.000","0.000","0.000","0.175","0.174","0","1","58.3","8.0","2662","77.4","76.20","0","1","2","-1.2","5.80","124","162","117","147","309","346","293"
"3",573009,"Mantiply, Joe","2021-05-15","18","16.7",,,,,,,,,,,,"2500","81.2","80.80","0","0","3","-0.4","6.33","113","183","134","155","300","328","309"
"3",573009,"Mantiply, Joe","2021-05-23","3","100.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2518","80.2","80.97","2","2","1","0.8","6.33","123","171","118","149","307","358","317"
"3",573009,"Mantiply, Joe","2021-05-26","12","25.0","0.500","0.000","1.000","0.500","0.440","0.312","0.337","1","2","96.0","9.0","2488","80.8","80.67","1","2","1","-0.1","6.23","121","156","116","153","300","325","310"
"3",608718,"Suter, Brent","2021-04-03","26","11.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2371","78.9","79.97","1","1","2","1.1","7.00","100","152","118","150","304","316","292"
"3",596112,"Stephenson, Robert","2021-04-20","20","15.0","0.000","0.000","0.000","0.000","0.000","0.162","0.179","0","1","63.7","6.0","2979","81.5","81.50","0","2","1","0.0","6.00","107","152","126","146","319","340","308"
"3",573009,"Mantiply, Joe","2021-06-14","17","17.6",,,,,,,,,,,,"2267","80.5","80.63","0","0","3","0.1","6.30","124","161","110","154","295","330","297"
"3",573009,"Mantiply, Joe","2021-06-22","8","37.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2280","79.7","79.70","1","1","2","0.0","6.23","86","139","126","149","302","326","305"
"3",573009,"Mantiply, Joe","2021-07-02","13","23.1",,,,,,,,,,,,"2283","81.3","80.93","0","0","3","-0.4","6.23","123","149","105","155","301","313","302"
"3",573009,"Mantiply, Joe","2021-07-09","15","20.0",,,,,,,,,,,,"2364","80.9","81.23","0","0","3","0.3","6.33","113","146","96","155","283","313","286"
"3",573009,"Mantiply, Joe","2021-07-19","3","100.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2404","81.2","81.30","2","2","1","0.1","6.30","118","153","114","154","281","313","292"
"3",573009,"Mantiply, Joe","2021-08-06","11","27.3","0.000","0.000","0.000","0.000","0.000","0.093","0.056","0","2","92.2","46.0","2305","81.9","82.40","0","2","1","0.5","6.40","117","154","112","150","291","326","296"
"3",642152,"Trivino, Lou","2021-06-05","14","21.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2508","78.0","78.93","2","2","1","0.9","6.50",,,,,,,
"3",650556,"Abreu, Bryan","2021-05-02","26","11.5","1.000","1.000","1.000","2.000","0.982","0.452","0.149","1","1","92.2","24.0","2767","84.8","84.50","0","1","2","-0.3","6.37","113","147","94","155","290","331","304"
"3",642152,"Trivino, Lou","2021-05-03","20","15.0",,,,,,,,,,,,"2565","80.4","80.27","0","0","3","-0.1","6.70","94","147","118","144","297","330","296"
"3",670280,"Bednar, David","2021-04-04","11","27.3",,,,,,,,,,,,"2329","75.0","75.03","0","1","2","0.0","6.37","101","154","112","147","301","330","280"
"3",622098,"Smith, Drew","2021-06-16","20","15.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2727","77.9","76.80","1","1","2","-1.1","5.97","122","152","120","155","300","338","312"
"3",622098,"Smith, Drew","2021-06-13","29","10.3",,,,,,,,,,,,"2945","78.5","77.77","0","1","2","-0.7","5.90","113","148","123","152","304","332","314"
"3",596112,"Stephenson, Robert","2021-05-04","8","37.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3177","81.6","81.57","2","2","1","0.0","6.03","121","152","114","152","303","329","308"
"3",596027,"Maples, Dillon","2021-04-14","35","8.6","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"3351","85.1","83.87","2","2","1","-1.2","6.03","121","160","150","148","304","320","293"
"3",596027,"Maples, Dillon","2021-04-23","17","17.6","0.000","0.000",,"0.000","0.241","0.241",,"0","2",,,"3187","84.4","83.63","0","0","3","-0.8","6.17","121","160","138","148","284","317","298"
"3",592761,"Smith, Caleb","2021-05-27","28","10.7",,,,,,,,,,,,"2750","79.1","78.13","0","1","2","-1.0","5.60","109","157","123","150","304","326","301"
"3",592761,"Smith, Caleb","2021-05-23","59","5.1","0.000","0.000","0.000","0.000","0.000","0.242","0.173","0","2","96.9","25.0","2749","79.9","79.80","0","1","2","-0.1","5.50","120","156","113","154","311","357","315"
"3",670280,"Bednar, David","2021-04-18","11","27.3","0.000","0.000","0.000","0.000","0.000","0.032","0.029","0","1","86.3","32.0","2331","76.0","75.43","0","1","2","-0.6","6.13","106","154","126","149","300","310","278"
"3",605359,"Marshall, Evan","2021-04-18","11","27.3","0.000","0.000","0.000","0.000","0.000","0.149","0.117","0","1","83.7","-3.0","2724","82.4","81.30","0","1","2","-1.1","5.60","127","163","112","151","287","318","317"
"3",670280,"Bednar, David","2021-04-21","14","21.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2447","77.4","76.83","0","0","3","-0.6","6.17","122","143","113","150","281","333","301"
"3",670280,"Bednar, David","2021-04-30","20","15.0",,,,,,,,,,,,"2419","76.2","75.67","0","0","3","-0.5","6.00","112","154","123","147","326","326","285"
"3",670280,"Bednar, David","2021-05-03","10","30.0",,,,,,,,,,,,"2390","78.0","77.57","1","1","2","-0.4","6.33","102","153","124","149","311","333","292"
"3",605359,"Marshall, Evan","2021-05-25","9","33.3","0.000","0.000","0.000","0.000","0.000","0.112","0.124","0","1","103.6","-54.0","2863","84.6","84.20","0","1","2","-0.4","5.90","109","158","115","147","302","320","295"
"3",605359,"Marshall, Evan","2021-05-27","14","21.4",,,,,,,,,,,,"2767","83.0","82.77","1","2","1","-0.2","5.87","114","154","93","150","293","309","299"
"3",656685,"Martin, Brett","2021-04-16","7","42.9","0.000","0.000","0.000","0.000","0.000","0.008","0.009","0","1","88.6","52.0","2167","80.7","80.57","1","2","1","-0.1","5.93","123","152","113","153","297","322","302"
"3",656685,"Martin, Brett","2021-05-13","9","33.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2326","83.4","83.33","1","1","2","-0.1","6.17","100","124","96","132","268","313","284"
"3",656685,"Martin, Brett","2021-05-19","10","30.0",,,,,,,,,,,,"2252","82.6","82.23","0","0","3","-0.4","6.17","88","146","126","137","311","347","303"
"3",670280,"Bednar, David","2021-05-16","22","13.6","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2362","78.1","78.00","0","0","3","-0.1","6.33","118","151","122","151","305","319","289"
"3",656685,"Martin, Brett","2021-06-09","16","18.8","1.000","0.000","1.000","1.000","0.879","0.434","0.409","1","1","94.2","19.0","1972","82.8","82.80","0","2","1","0.0","6.37","117","148","123","151","295","324","287"
"3",458708,"Tomlin, Josh","2021-07-27","14","21.4",,,,,,,,,,,,"2649","75.9","74.83","0","0","3","-1.1","5.67","111","155","141","148","314","335","300"
"3",598287,"Ramirez, Noé","2021-09-24","11","27.3","0.000","0.000","0.000","0.000","0.000","0.004","0.003","0","1","70.8","86.0","2562","76.2","75.83","1","2","1","-0.4","6.27","115","152","116","151","303","331","296"
"3",592761,"Smith, Caleb","2021-04-09","40","7.5",,,,,,,,,,,,"2681","76.8","75.50","0","0","3","-1.3","5.47","105","151","113","151","306","336","309"
"3",656685,"Martin, Brett","2021-07-25","12","25.0","0.000","0.000","0.000","0.000","0.000","0.121","0.092","0","1","72.8","2.0","2003","81.2","81.20","1","2","1","0.0","6.37","114","166","139","132","282","322","293"
"3",656685,"Martin, Brett","2021-09-11","10","30.0","0.000","0.000","0.000","0.000","0.000","0.079","0.086","0","2","67.6","-7.0","2147","81.4","81.73","0","2","1","0.3","6.40","125","177","142","153","310","319","294"
"3",656685,"Martin, Brett","2021-09-20","26","11.5","0.000","0.000","0.000","0.000","0.000","0.128","0.142","0","2","85.1","2.0","2190","83.3","83.10","1","2","1","-0.2","6.27","119","161","137","151","298","309","286"
"3",593372,"Martinez, Carlos","2021-04-10","83","3.6",,,,,,,,,,,,"1984","77.5","76.07","0","0","3","-1.4","5.23","118","158","108","154","293","325","309"
"3",572143,"Smith, Burch","2021-09-05","19","15.8","0.500","0.500","0.500","1.000","0.621","0.469","0.480","1","2","95.2","-11.0","2428","79.4","79.03","0","2","1","-0.4","6.50","118","155","127","151","301","319","296"
"3",664208,"Maton, Phil","2021-04-16","19","15.8","1.000","1.000","1.000","2.000","0.982","0.603","0.460","1","1","98.6","17.0","2912","75.1","75.50","0","1","2","0.4","7.00","105","150","117","143","298","325","290"
"3",670280,"Bednar, David","2021-07-02","12","25.0",,,,,,,,,,,,"2417","77.4","77.30","2","2","1","-0.1","6.13","114","152","118","149","313","323","291"
"3",458708,"Tomlin, Josh","2021-05-29","17","17.6",,,,,,,,,,,,"2679","75.9","74.67","0","1","2","-1.2","5.63","118","153","160","150","291","322","295"
"3",664208,"Maton, Phil","2021-05-31","22","13.6","0.500","0.500","1.000","1.000","0.621","0.451","0.446","1","2","106.6","11.0","2900","76.3","77.07","1","2","1","0.8","7.00","127","151","125","153","280","312","296"
"3",572143,"Smith, Burch","2021-08-24","13","23.1",,,,,,,,,,,,"2397","80.6","81.03","0","0","3","0.4","6.90","118","159","137","150","285","332","307"
"3",664208,"Maton, Phil","2021-06-25","12","25.0","0.000","0.000","0.000","0.000","0.000","0.451","0.500","0","1","100.1","3.0","2975","75.4","75.67","0","1","2","0.3","6.93","126","163","144","153","307","320","295"
"3",664208,"Maton, Phil","2021-06-27","25","12.0","0.000","0.000",,"0.000","0.346","0.346",,"0","1",,,"3009","76.3","76.33","1","1","2","0.0","7.03","126","176","145","153","296","322","299"
"3",608652,"Farrell, Luke","2021-09-09","32","9.4",,,,,,,,,,,,"2560","75.9","75.37","1","2","1","-0.5","5.97","105","155","109","147","297","326","286"
"3",664208,"Maton, Phil","2021-07-04","22","13.6",,,,,,,,,,,,"2962","75.8","76.53","0","0","3","0.7","6.97","125","151","103","154","287","315","293"
"3",664208,"Maton, Phil","2021-08-27","15","20.0",,,,,,,,,,,,"2977","77.4","77.57","0","1","2","0.2","6.80","88","134","94","144","298","325","300"
"3",670280,"Bednar, David","2021-08-03","26","11.5","0.000","0.000","0.000","0.000","0.000","0.029","0.023","0","1","78.3","60.0","2460","78.0","77.73","0","2","1","-0.3","6.13","129","167","122","154","300","322","307"
"3",676755,"Mattson, Isaac","2021-05-07","18","16.7",,,,,,,,,,,,"2030","81.1","81.77","0","1","2","0.7","6.83","85","135","129","148","294","328","297"
"3",676755,"Mattson, Isaac","2021-08-07","31","9.7","1.000","0.000","1.000","1.000","0.879","0.406","0.431","1","1","93.1","3.0","2106","81.4","81.83","1","2","1","0.4","6.60","120","150","138","153","286","320","297"
"3",458708,"Tomlin, Josh","2021-05-05","9","33.3","1.000","3.000",,"4.000","1.364","0.853","0.637","1","1","101.6","23.0","2623","75.7","74.83","0","1","2","-0.9","5.60","104","150","118","151","296","308","288"
"3",554431,"Matzek, Tyler","2021-04-26","22","13.6",,,,,,,,,,,,"3106","80.0","79.53","0","0","3","-0.5","6.30","96","147","132","148","301","324","304"
"3",670280,"Bednar, David","2021-08-20","15","20.0",,,,,,,,,,,,"2469","77.1","77.00","0","0","3","-0.1","6.20","108","159","121","150","304","324","298"
"3",554431,"Matzek, Tyler","2021-07-11","24","12.5","1.000","1.000","1.000","2.000","1.242","0.715","0.771","1","1","76.4","24.0","2579","80.7","80.20","0","1","2","-0.5","6.20","117","153","135","137","284","306","282"
"3",608371,"Sims, Lucas","2021-09-25","19","15.8",,,,,,,,,,,,"2845","81.5","80.33","0","0","3","-1.2","5.40","87","157","130","146","294","318","286"
"3",608371,"Sims, Lucas","2021-09-15","13","23.1",,,,,,,,,,,,"3064","80.5","79.27","0","0","3","-1.2","5.17","133","151","92","153","283","310","297"
"3",608371,"Sims, Lucas","2021-09-10","14","21.4",,,,,,,,,,,,"3221","82.7","81.23","0","0","3","-1.5","5.47","131","179","100","152","289","324","308"
"3",608371,"Sims, Lucas","2021-06-21","20","15.0","1.000","0.000","1.000","1.000","0.879","0.815","0.810","2","2","86.0","22.0","2909","81.7","80.63","0","2","1","-1.1","5.30","103","153","97","149","301","323","298"
"3",663556,"McClanahan, Shane","2021-04-29","59","5.1",,,,,,,,,,,,"2578","82.2","82.87","1","1","2","0.7","6.90","116","154","120","150","304","324","294"
"3",663556,"McClanahan, Shane","2021-05-15","75","4.0","1.000","0.000","1.000","1.000","0.879","0.229","0.254","1","1","87.7","0.0","2532","83.5","84.20","1","2","1","0.7","6.90","104","163","116","151","304","317","300"
"3",608371,"Sims, Lucas","2021-06-05","15","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3223","83.7","82.60","1","2","1","-1.1","5.40","125","179","124","153","307","334","308"
"3",608371,"Sims, Lucas","2021-05-19","19","15.8","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"3370","82.4","80.93","1","1","2","-1.5","5.43","108","158","109","144","290","306","280"
"3",608371,"Sims, Lucas","2021-04-17","14","21.4",,,,,,,,,,,,"3159","80.6","79.07","0","2","1","-1.5","5.23","105","148","102","147","292","315","284"
"3",543521,"McHugh, Collin","2021-04-07","45","6.7","0.000","0.000","0.000","0.000","0.000","0.013","0.015","0","2","85.3","34.5","2716","74.5","74.67","0","2","1","0.2","6.63","118","153","122","148","293","307","302"
"3",458708,"Tomlin, Josh","2021-04-11","17","17.6",,,,,,,,,,,,"2677","77.5","77.00","1","1","2","-0.5","5.80","109","142","120","152","296","323","301"
"3",543521,"McHugh, Collin","2021-05-18","29","10.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2717","72.2","71.87","1","1","2","-0.3","6.47","116","149","128","152","284","304","286"
"3",543521,"McHugh, Collin","2021-06-18","34","8.8","0.000","0.000",,"0.000","0.000","0.000",,"0","2",,,"2794","75.1","75.13","2","2","1","0.0","6.53","111","162","141","155","284","304","291"
"3",676709,"Tice, Ty","2021-05-04","19","15.8","0.000","0.000","0.000","0.000","0.000","0.039","0.032","0","2","84.6","29.0","2643","80.4","79.97","1","2","1","-0.4","6.10","110","154","124","151","303","320","282"
"3",543766,"Shaw, Bryan","2021-09-15","21","14.3","0.000","0.000","0.000","0.000","0.000","0.068","0.065","0","3","67.6","-34.0","2149","82.9","82.03","1","3","0","-0.9","5.60","99","158","133","149","288","315","293"
"3",656876,"Rasmussen, Drew","2021-08-24","58","5.2",,,,,,,,,,,,"2531","80.6","80.40","0","1","2","-0.2","6.33","106","151","102","154","286","317","296"
"3",543766,"Shaw, Bryan","2021-09-04","18","16.7","0.000","0.000","0.000","0.000","0.000","0.063","0.050","0","1","75.2","-27.0","2093","81.3","79.77","0","2","1","-1.5","5.50","112","158","113","151","283","317","313"
"3",543766,"Shaw, Bryan","2021-08-29","19","15.8",,,,,,,,,,,,"2060","82.9","81.57","0","0","3","-1.3","5.60","115","153","116","152","282","304","280"
"3",608717,"Stratton, Chris","2021-05-01","18","16.7",,,,,,,,,,,,"2750","80.0","80.13","0","1","2","0.1","6.43","112","148","120","150","287","320","294"
"3",543766,"Shaw, Bryan","2021-08-18","12","25.0",,,,,,,,,,,,"2182","83.9","83.20","0","1","2","-0.7","5.63","124","177","152","154","289","316","295"
"3",608717,"Stratton, Chris","2021-05-20","12","25.0","0.000","0.000","0.000","0.000","0.000","0.134","0.141","0","1","77.6","1.0","3178","79.5","79.87","0","1","2","0.4","6.60","113","154","122","148","324","326","290"
"3",543766,"Shaw, Bryan","2021-06-14","31","9.7",,,,,,,,,,,,"2227","82.3","80.87","0","0","3","-1.4","5.60","115","161","127","153","294","317","287"
"3",608717,"Stratton, Chris","2021-06-12","11","27.3","0.000","0.000","0.000","0.000","0.000","0.109","0.121","0","1","85.8","-16.0","3062","79.2","79.43","0","1","2","0.2","6.47","115","152","123","152","290","311","275"
"3",543766,"Shaw, Bryan","2021-06-05","15","20.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2215","81.8","80.53","1","1","2","-1.3","5.90","122","153","127","153","292","320","298"
"3",543766,"Shaw, Bryan","2021-06-04","25","12.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2155","81.8","80.77","2","2","1","-1.0","5.87","112","146","109","153","290","319","288"
"3",656876,"Rasmussen, Drew","2021-09-14","52","5.8","0.000","0.000","0.000","0.000","0.000","0.171","0.100","0","1","94.7","36.0","2683","80.9","80.80","0","1","2","-0.1","6.30","117","150","99","158","294","312","294"
"3",608717,"Stratton, Chris","2021-06-24","10","30.0",,,,,,,,,,,,"3067","80.1","80.60","0","1","2","0.5","6.73","122","150","126","153","296","320","306"
"3",608717,"Stratton, Chris","2021-07-06","13","23.1","1.000","0.000","1.000","1.000","0.879","0.519","0.551","1","1","109.4","1.0","3107","79.4","79.93","0","1","2","0.5","6.50","121","154","123","148","312","323","295"
"3",622608,"Senzatela, Antonio","2021-09-15","88","3.4",,,,,,,,,,,,"2123","79.4","78.87","2","2","1","-0.5","6.03","116","149","111","150","301","313","305"
"3",622608,"Senzatela, Antonio","2021-08-16","83","3.6","0.000","0.000","0.000","0.000","0.000","0.332","0.353","0","2","102.1","8.0","2180","80.5","80.73","1","2","1","0.2","5.97","121","155","122","153","308","339","313"
"3",593833,"Suero, Wander","2021-09-14","10","30.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2838","78.2","77.53","2","2","1","-0.7","6.23","124","177","153","146","306","317","299"
